date,Historical,LSTM_F5_Nothing,GRU_F5_Nothing,LSTM_F5_TI189,GRU_F5_TI189,LSTM_F5_Futures,GRU_F5_Futures,LSTM_F5_Category,GRU_F5_Category,LSTM_F5_XGBTI15,GRU_F5_XGBTI15
2020-12-25,34.200000762939446,32.69942855834961,32.88235855102539,34.722686767578125,35.03009414672852,33.544849395751946,33.64221954345703,31.49264907836914,33.343563079833984,33.19171142578125,33.816650390625
2020-12-28,35.0,34.06808090209961,33.80430221557617,34.672706604003906,34.86206817626953,34.06298065185547,34.068458557128906,33.624080657958984,34.41023635864258,33.40575408935547,34.038558959960945
2020-12-29,37.150001525878906,34.70441055297852,34.669300079345696,35.08751678466797,35.03096389770508,34.842849731445305,34.65721893310547,35.76466369628906,35.632869720458984,34.417667388916016,34.651561737060554
2020-12-30,36.89999771118164,36.74990463256836,36.37540054321289,36.30900573730469,36.27731704711914,36.287391662597656,36.06360626220703,37.74795150756836,37.81163024902344,36.29254913330078,36.72017288208008
2020-12-31,36.95000076293945,37.05484390258789,37.46438598632813,36.892677307128906,36.527976989746094,37.41048049926758,37.37733840942383,37.43898010253906,37.69253921508789,36.93731689453125,37.27693557739258
2021-01-04,36.89999771118164,34.19537734985352,35.16031265258789,36.653316497802734,36.57969665527344,35.6786003112793,35.8601188659668,33.60040664672852,35.129188537597656,35.45045852661133,35.53260803222656
2021-01-05,36.70000076293945,36.94578552246094,36.25775909423828,37.04067993164063,36.55082321166992,36.32460021972656,36.444923400878906,35.770511627197266,37.172142028808594,35.786678314208984,36.37060928344727
2021-01-06,37.150001525878906,36.20075988769531,36.69555282592773,36.8175048828125,36.35738754272461,36.79223251342773,36.72727966308594,38.17961120605469,37.94755554199219,36.14890670776367,36.33089828491211
2021-01-07,35.74999618530273,37.21400833129883,36.99391174316406,37.218563079833984,36.643028259277344,37.15901947021485,37.06342697143555,37.783103942871094,37.68928909301758,36.59067153930664,36.86857986450195
2021-01-08,34.799999237060554,35.24472045898437,36.01532745361328,36.5570182800293,36.22590637207031,36.400238037109375,36.31277465820313,35.32911682128906,35.966064453125,35.7582893371582,35.7322883605957
2021-01-11,35.79999923706055,34.782485961914055,34.82089233398437,35.64219665527344,35.2445068359375,35.33662033081055,35.07394790649414,34.442760467529304,35.04859161376953,34.598663330078125,34.85698699951172
2021-01-12,37.400001525878906,35.097274780273445,34.93631362915039,35.887733459472656,35.60544204711914,35.46745681762695,35.39604568481445,35.40842819213867,35.75796890258789,34.869632720947266,35.24545288085937
2021-01-13,35.54999923706055,37.64899444580078,37.01814651489258,36.61762619018555,36.8764533996582,37.23324966430664,37.32353973388672,37.80733489990234,38.027137756347656,36.78324890136719,37.00436782836914
2021-01-14,36.0,35.70077133178711,36.45967864990234,35.99890899658203,36.01118469238281,36.92478942871094,36.80918502807617,36.3990364074707,36.36587524414063,36.339351654052734,35.89705276489258
2021-01-15,36.70000076293945,36.08753967285156,35.842308044433594,35.89765167236328,35.88068008422852,36.323219299316406,36.135597229003906,35.370025634765625,36.21908950805664,35.74761199951172,35.85673141479492
2021-01-18,34.950000762939446,36.7173080444336,36.65877914428711,36.390052795410156,36.55282211303711,36.77603149414063,36.655677795410156,36.96500778198242,37.44304656982422,36.317161560058594,36.66091918945313
2021-01-19,34.700000762939446,34.78220367431641,35.38926315307617,35.324073791503906,35.34418487548828,35.72882461547852,35.47587966918945,35.502357482910156,35.251953125,35.2525520324707,35.22987365722656
2021-01-20,35.25,33.57120895385742,33.65943145751953,34.71295928955078,35.40986251831055,34.187530517578125,33.833999633789055,33.591758728027344,34.153003692626946,33.794662475585945,34.080650329589844
2021-01-21,33.5,35.07145309448242,34.54993438720703,34.94306182861328,35.48208999633789,34.819583892822266,34.704517364501946,34.229286193847656,34.85879898071289,34.463645935058594,34.828548431396484
2021-01-22,33.5,33.56515884399414,33.99109268188477,33.963829040527344,34.645069122314446,34.500869750976555,34.201831817626946,34.06149673461914,33.890491485595696,33.90826416015625,33.700332641601555
2021-01-25,34.34999847412109,33.915416717529304,33.64675521850586,33.680248260498054,34.47574996948242,34.12308883666992,33.683563232421875,33.93046188354492,34.116363525390625,33.616641998291016,33.71426773071289
2021-01-26,34.299999237060554,33.732345581054695,33.72210693359375,34.226364135742195,34.51189422607422,34.02091598510742,33.686790466308594,34.230491638183594,34.590648651123054,33.91010284423828,33.917503356933594
