date,Historical,LSTM_F5_Nothing,GRU_F5_Nothing,LSTM_F5_TI189,GRU_F5_TI189,LSTM_F5_Futures,GRU_F5_Futures,LSTM_F5_Category,GRU_F5_Category,LSTM_F5_XGBTI15,GRU_F5_XGBTI15
2020-12-25,69.19999694824219,68.47634887695311,68.16663360595703,69.26813507080078,68.49533081054689,68.08818817138672,68.18260955810547,68.70192718505861,68.28986358642578,68.08960723876953,67.99070739746094
2020-12-28,69.40000152587889,68.66828918457031,68.77564239501953,69.66847229003906,67.29591369628906,68.29547882080078,68.62649536132811,68.78714752197266,69.06339263916016,68.95047760009766,68.77090454101561
2020-12-29,70.5999984741211,69.30326080322266,69.50379180908203,70.19016265869139,68.70993804931639,68.82664489746094,69.31627655029297,69.09469604492189,69.58732604980469,69.32255554199219,69.20923614501953
2020-12-30,70.4000015258789,70.08271789550781,70.28660583496094,70.81953430175781,69.67993927001953,69.53585815429689,70.0157470703125,69.62615966796875,70.32829284667969,70.247802734375,70.04130554199219
2020-12-31,72.5,70.51823425292969,70.53024291992188,71.0510482788086,69.81443786621094,69.92872619628906,70.37337493896484,70.11973571777344,70.49193572998047,70.19968414306639,70.04549407958984
2021-01-04,71.9000015258789,71.68482971191406,72.1075668334961,72.27496337890625,71.05136108398438,71.10574340820312,71.73698425292969,71.05560302734375,72.30011749267578,72.06871032714844,71.8533706665039
2021-01-05,71.4000015258789,72.22315216064453,72.31158447265625,72.52464294433594,71.72968292236328,71.60971069335938,72.14436340332031,71.81010437011719,72.31879425048828,71.79110717773438,71.62445068359375
2021-01-06,71.0,71.68647003173828,71.47266387939453,72.27845001220703,71.72029876708984,71.15522003173828,71.37983703613281,71.86914825439453,71.682861328125,71.37835693359375,71.17857360839844
2021-01-07,70.69999694824219,71.17588806152344,71.0452651977539,72.00650787353516,71.544189453125,70.75062561035156,71.0132064819336,71.50507354736328,71.02531433105469,71.02490234375,70.92733764648438
2021-01-08,71.5,70.60050964355469,70.52300262451172,71.95217895507812,71.72357940673828,70.26531982421875,70.44568634033203,70.85762786865234,70.54100036621094,70.533203125,70.48284149169922
2021-01-11,72.69999694824219,71.1067886352539,71.38082885742188,72.34806060791016,72.26395416259766,70.70146179199219,71.18482208251953,71.0475082397461,71.9099349975586,71.38014221191406,71.30642700195312
2021-01-12,74.4000015258789,72.02123260498047,72.3036880493164,73.04067993164062,73.14781951904297,71.53338623046875,72.04434204101562,71.42081451416016,72.44215393066406,72.17473602294922,72.05056762695312
2021-01-13,73.5999984741211,73.56621551513672,74.05885314941406,73.85014343261719,73.62371826171875,72.9693832397461,73.69402313232422,72.28944396972656,73.77230834960938,73.63297271728516,73.49178314208984
2021-01-14,74.0,74.20813751220703,74.14311981201172,73.862060546875,74.43647766113281,73.54044342041016,74.10834503173828,72.91683959960938,73.65040588378906,73.45006561279297,73.26448059082031
2021-01-15,74.19999694824219,74.20268249511719,74.09345245361328,74.24880981445312,74.11344146728516,73.53428649902344,73.99613952636719,73.39498901367188,73.92562866210938,73.84817504882812,73.6483383178711
2021-01-18,72.30000305175781,74.12290954589844,74.11544036865234,74.61249542236328,74.22486877441406,73.49085998535156,73.96118927001953,73.64557647705078,73.83564758300781,73.94368743896484,73.81199645996094
2021-01-19,71.5,73.21842956542969,72.88792419433594,73.49173736572266,73.38971710205078,72.65841674804688,72.91705322265625,73.05193328857422,72.45292663574219,72.56914520263672,72.51868438720703
2021-01-20,71.69999694824219,71.49923706054688,70.95269012451172,72.74352264404297,72.72650909423828,71.14675903320312,71.0217514038086,71.89717102050781,70.897705078125,71.12444305419922,71.10289001464844
2021-01-21,69.30000305175781,70.90448760986328,70.93215942382812,72.52459716796875,72.30755615234375,70.67095947265625,70.81555938720703,71.17208862304688,71.07840728759766,71.21661376953125,71.20808410644531
2021-01-22,69.30000305175781,69.89424133300781,69.71311950683594,71.05770111083984,70.85279083251953,69.72759246826172,69.65412902832031,69.8873291015625,69.58840942382811,69.41520690917969,69.55881500244139
2021-01-25,69.19999694824219,69.26194763183594,69.25765991210939,70.60252380371094,70.62738800048828,69.13748168945311,69.17082214355469,69.21359252929689,69.41981506347656,69.41226959228516,69.41689300537111
2021-01-26,70.30000305175781,69.34909057617189,69.32009887695311,70.13440704345703,69.54661560058594,69.07804870605469,69.31947326660156,68.94232177734375,69.674560546875,69.31256103515625,69.28272247314453
2021-01-27,69.5,69.86747741699219,69.98310852050781,70.95336151123047,70.34272766113281,69.49706268310547,69.844970703125,69.27247619628906,70.2269287109375,70.18415832519531,69.93618774414061
2021-01-28,69.09999847412111,69.83366394042969,69.68405151367189,70.50743865966797,70.07639312744139,69.42008972167969,69.61883544921875,69.22809600830078,69.50479125976561,69.670166015625,69.49458312988281
2021-01-29,67.69999694824219,69.69586181640625,69.54721069335939,70.44588470458984,69.88816070556639,69.28939056396484,69.54481506347656,69.16934967041016,69.413818359375,69.51357269287111,69.34030151367189
2021-02-01,65.59999847412111,68.23471069335939,67.75186157226561,69.34842681884766,68.35922241210939,68.01300048828125,67.82788848876953,68.23201751708984,67.75658416748047,67.62508392333984,67.57301330566406
2021-02-02,66.69999694824219,66.22438812255861,65.95255279541016,67.74968719482422,66.82329559326172,66.31924438476561,66.00187683105469,66.74024200439453,66.02243804931639,65.59337615966797,65.73329162597656
2021-02-03,68.80000305175781,66.03538513183594,66.35243988037111,68.20655822753906,67.75971221923828,66.16121673583984,66.28899383544922,66.29313659667969,66.86720275878906,66.74075317382811,66.57060241699219
2021-02-04,68.80000305175781,67.37480163574219,67.78057098388672,68.94448089599611,68.65712738037111,67.24527740478516,67.61106872558594,66.72067260742189,68.16244506835939,68.33159637451172,67.91354370117189
2021-02-05,68.90000152587889,68.83061218261719,69.02775573730469,69.39302062988281,68.67858123779297,68.43403625488281,68.91319274902344,67.69226837158203,69.13047790527344,68.79995727539061,68.37731170654297
2021-02-17,68.5,68.93820190429689,68.71517181396484,69.91226959228516,69.0966796875,68.52220916748047,68.63962554931639,68.26706695556639,68.7637939453125,68.52667999267578,68.09577178955078
2021-02-18,70.0,68.94850158691406,68.92359924316406,69.89421081542969,69.53330993652344,68.61189270019531,68.86248779296875,68.57872772216797,68.85559844970703,68.73554229736328,68.462158203125
2021-02-19,70.69999694824219,69.849609375,70.16648101806639,70.6817398071289,70.20420837402344,69.52127075195311,70.05252075195311,69.64862060546875,70.90689849853516,70.13175201416016,69.84866333007811
2021-02-22,70.19999694824219,70.65425109863281,70.89168548583984,70.92797088623047,70.78893280029297,70.25925445556639,70.81644439697266,70.56678771972656,71.13640594482422,70.41996002197266,70.20388793945311
2021-02-23,71.5999984741211,70.58013153076172,70.37811279296875,70.70564270019531,70.38536834716797,70.13861846923828,70.4751205444336,70.83383178710938,70.5860595703125,70.05452728271484,69.86823272705078
2021-02-24,73.80000305175781,71.24881744384766,71.47020721435547,71.55865478515625,71.54977416992188,70.82562255859375,71.42535400390625,71.31230163574219,71.54634094238281,71.13912200927734,70.97632598876953
2021-02-25,73.80000305175781,72.76642608642578,73.28316497802734,72.71809387207031,72.5025863647461,72.2995376586914,73.07445526123047,72.40367889404297,73.47697448730469,72.81520080566406,72.66851806640625
2021-02-26,75.0,74.09773254394531,74.40611267089844,73.3576431274414,72.81803131103516,73.53532409667969,74.34278869628906,73.31819915771484,73.9647216796875,73.48713684082031,73.33881378173828
2021-03-02,72.69999694824219,74.73184204101562,74.88325500488281,73.98490905761719,73.26580810546875,74.15178680419922,74.75473022460938,74.10723876953125,74.700927734375,74.30134582519531,74.09858703613281
2021-03-03,73.80000305175781,73.68173217773438,73.39109802246094,73.03380584716797,72.55569458007812,73.20674896240234,73.45623779296875,73.77030944824219,73.21155548095703,72.7420654296875,72.67288208007812
2021-03-04,74.80000305175781,73.75727844238281,73.9753646850586,73.75025939941406,73.70018768310547,73.24480438232422,73.94429779052734,73.76927185058594,73.68525695800781,73.64840698242188,73.71416473388672
2021-03-05,73.4000015258789,74.4829330444336,74.729248046875,74.42796325683594,73.26708984375,73.87677764892578,74.63734436035156,74.22203063964844,74.8686294555664,74.30352783203125,74.35449981689453
2021-03-08,72.9000015258789,74.0099868774414,73.78445434570312,73.7443618774414,72.78218841552734,73.53069305419922,73.80916595458984,74.22681427001953,74.24613952636719,73.37248992919922,73.35712432861328
2021-03-09,73.5,72.79747772216797,72.47879791259766,73.40497589111328,72.66580963134766,72.51993560791016,72.53689575195312,73.74662017822266,72.9244155883789,72.45052337646484,72.48527526855469
2021-03-10,73.5999984741211,72.96372985839844,73.27397155761719,74.06063079833984,73.60250854492188,72.76384735107422,73.17254638671875,73.71973419189453,74.072265625,73.24302673339844,73.27830505371094
2021-03-11,74.5999984741211,73.41808319091797,73.48604583740234,74.0263671875,73.5363998413086,73.04720306396484,73.50496673583984,73.78230285644531,73.9615707397461,73.34806060791016,73.37413024902344
2021-03-12,76.69999694824219,74.08654022216797,74.24251556396484,74.76258087158203,74.40983581542969,73.61811828613281,74.1181411743164,74.12528991699219,74.70858764648438,74.0936508178711,74.05860900878906
2021-03-15,77.19999694824219,76.0379409790039,76.9676284790039,75.71258544921875,75.37496948242188,75.64265441894531,76.53755187988281,74.9046859741211,76.59288787841797,76.01519775390625,76.0398178100586
2021-03-16,76.80000305175781,77.05779266357422,77.19142150878906,75.86326599121094,75.20004272460938,76.46143341064453,77.24951934814453,75.97270965576172,76.62208557128906,76.5597915649414,76.40667724609375
2021-03-17,77.30000305175781,77.07731628417969,77.00907897949219,76.38815307617188,75.66651153564453,76.43706512451172,77.00086212158203,76.26670837402344,76.4190444946289,76.487548828125,76.2691650390625
2021-03-18,76.4000015258789,77.01609802246094,77.05390930175781,76.87638854980469,76.06429290771484,76.3800277709961,76.97041320800781,76.33744049072266,76.16674041748047,76.87278747558594,76.698974609375
2021-03-19,76.5999984741211,76.69866943359375,76.57193756103516,76.51681518554688,75.63642120361328,76.06461334228516,76.60372924804688,76.23511505126953,76.09583282470703,76.45878601074219,76.30033111572266
2021-03-22,74.5,76.37383270263672,76.30504608154297,76.5660400390625,75.75588989257812,75.69792938232422,76.20693969726562,76.0836181640625,75.97750854492188,76.31529998779297,76.17711639404297
2021-03-23,76.4000015258789,74.86703491210938,74.64812469482422,75.86795043945312,75.15650939941406,74.4319076538086,74.47074890136719,74.9351577758789,74.1910629272461,74.62940216064453,74.55006408691406
2021-03-24,75.9000015258789,74.67515563964844,74.93366241455078,76.10157775878906,75.98272705078125,74.37712097167969,74.69544219970703,74.8258285522461,74.84227752685547,75.40998840332031,75.3756103515625
2021-03-25,76.19999694824219,75.6874771118164,75.9576187133789,76.20235443115234,75.83305358886719,75.07252502441406,75.83397674560547,75.08126831054688,75.61823272705078,75.70169067382812,75.67445373535156
2021-03-26,76.5,75.91111755371094,75.78009033203125,76.55659484863281,75.83827209472656,75.25055694580078,75.64395904541016,75.18684387207031,75.38074493408203,75.82007598876953,75.60269165039062
2021-03-29,77.30000305175781,76.01203918457031,75.99335479736328,76.77045440673828,76.21734619140625,75.36064147949219,75.78174591064453,75.4938735961914,75.75762939453125,76.00818634033203,75.7895736694336
2021-03-30,78.9000015258789,76.72962188720703,77.00658416748047,77.03946685791016,76.5380859375,76.15510559082031,76.74527740478516,76.11382293701172,76.777587890625,76.84822082519531,76.66254425048828
2021-03-31,79.0,78.08638763427734,78.7594223022461,77.88245391845703,77.2259750366211,77.5394515991211,78.30805206298828,76.95863342285156,77.99214172363281,77.99549102783203,77.92388153076172
2021-04-01,79.80000305175781,78.74078369140625,78.92757415771484,77.8299560546875,77.17727661132812,78.01768493652344,78.74005889892578,77.68325805664062,77.89722442626953,78.317626953125,78.13081359863281
2021-04-07,79.5999984741211,79.25090789794922,79.45598602294922,78.582275390625,77.64453887939453,78.40802001953125,79.21097564697266,78.26939392089844,78.48902893066406,78.92135620117188,78.73712158203125
2021-04-08,80.0999984741211,79.3326187133789,79.24528503417969,78.89286041259766,77.58631896972656,78.45511627197266,79.1789779663086,78.56709289550781,78.15914916992188,78.93374633789062,78.64730834960938
