model,rmsevalue
GRU_F5_TI189,6.139208137569248
LSTM_F5_TI189,6.083235369725273
GRU_F5_XGBTI15,1.8331891855733684
LSTM_F5_XGBTI15,1.9448155760423391
GRU_F5_Futures,1.68535972785099
LSTM_F5_Futures,1.1312974993602327
GRU_F5_Category,1.5025723176839094
LSTM_F5_Category,2.1242236794978893
GRU_F5_Nothing,1.2147901713340756
LSTM_F5_Nothing,1.3293003939779036
