model,rmsevalue
GRU_F5_TI189,9.43768633727986
LSTM_F5_TI189,7.089713002410108
GRU_F5_XGBTI15,3.2804579005796715
LSTM_F5_XGBTI15,4.697671256524343
GRU_F5_Futures,2.5371305187304585
LSTM_F5_Futures,3.8314895480318416
GRU_F5_Category,2.841102793245452
LSTM_F5_Category,5.183988738660001
GRU_F5_Nothing,2.55755156046482
LSTM_F5_Nothing,2.627609046248463
