model,rmsevalue
LSTM_F5_TI189,19.0401756765772
GRU_F5_TI189,18.544126928887426
LSTM_F5_XGBTI15,6.191417648353072
GRU_F5_XGBTI15,8.204559491389768
LSTM_F5_Futures,6.928218371872354
GRU_F5_Futures,6.0170817407245325
LSTM_F5_Category,9.44957804065792
GRU_F5_Category,6.4592037803867495
LSTM_F5_Nothing,10.196361595928318
GRU_F5_Nothing,6.383905510951263
