model,rmsevalue
GRU_F5_TI189,7.6719172645538976
LSTM_F5_TI189,7.626510220414697
GRU_F5_XGBTI15,1.7676343034278632
LSTM_F5_XGBTI15,3.1257033510233554
GRU_F5_Futures,1.3770390909833727
LSTM_F5_Futures,1.9519952176731183
GRU_F5_Category,1.8156315289640967
LSTM_F5_Category,2.6574677312691524
GRU_F5_Nothing,1.6886143713643509
LSTM_F5_Nothing,2.8404830779659536
