model,rmsevalue
GRU_F5_TI189,70.4188362584898
LSTM_F5_TI189,69.19490277695678
GRU_F5_XGBTI15,40.395543402185005
LSTM_F5_XGBTI15,60.753112462063406
GRU_F5_Futures,32.029683650726625
LSTM_F5_Futures,60.91731636894185
GRU_F5_Category,29.095753405109445
LSTM_F5_Category,53.45397909285496
GRU_F5_Nothing,26.2987027272586
LSTM_F5_Nothing,50.74471281726058
