model,rmsevalue
GRU_F5_TI189,3.4505681717222507
LSTM_F5_TI189,2.983885080758121
GRU_F5_XGBTI15,1.679212494154597
LSTM_F5_XGBTI15,1.5413755279433692
GRU_F5_Futures,1.564152949535046
LSTM_F5_Futures,1.2985434772379485
GRU_F5_Category,2.0018576101452337
LSTM_F5_Category,2.640031014173572
GRU_F5_Nothing,1.4214981753525109
LSTM_F5_Nothing,1.504211870326145
