model,rmsevalue
LSTM_F5_TI189,12.582789192476554
GRU_F5_TI189,13.268479614090353
LSTM_F5_XGBTI15,6.369652393863604
GRU_F5_XGBTI15,5.221942404877557
LSTM_F5_Futures,5.991974549569244
GRU_F5_Futures,4.4012416214823915
LSTM_F5_Category,3.610177219299426
GRU_F5_Category,4.0853042257664764
LSTM_F5_Nothing,5.122410748189659
GRU_F5_Nothing,4.743515808999123
