model,rmsevalue
GRU_F5_TI189,11.492741823604298
LSTM_F5_TI189,11.958136970068619
GRU_F5_XGBTI15,4.291319650984279
LSTM_F5_XGBTI15,6.070705563106777
GRU_F5_Futures,4.395141450690982
LSTM_F5_Futures,4.4423988058557455
GRU_F5_Category,3.8189131781494656
LSTM_F5_Category,6.100747809927242
GRU_F5_Nothing,3.2059752645888837
LSTM_F5_Nothing,5.1381956348823685
