model,rmsevalue
LSTM_F5_TI189,5.1974537043782565
GRU_F5_TI189,5.099935134774388
LSTM_F5_XGBTI15,3.919211528071688
GRU_F5_XGBTI15,2.8375545546879057
LSTM_F5_Futures,2.6642026444878386
GRU_F5_Futures,1.51388827838166
LSTM_F5_Category,2.907830741616026
GRU_F5_Category,2.0719562267186613
LSTM_F5_Nothing,2.7099853074636218
GRU_F5_Nothing,1.4880029613403878
