model,rmsevalue
GRU_F5_TI189,0.566870479418511
LSTM_F5_TI189,0.4755492460600037
GRU_F5_XGBTI15,0.4441435512691244
LSTM_F5_XGBTI15,0.4431423042372882
GRU_F5_Futures,0.4595419560871163
LSTM_F5_Futures,0.4810375165643286
GRU_F5_Category,0.4849497400128743
LSTM_F5_Category,0.5165873996112846
GRU_F5_Nothing,0.4464876830611744
LSTM_F5_Nothing,0.43624789013393395
