model,rmsevalue
LSTM_F5_TI189,9.233153389876945
GRU_F5_TI189,11.491128568012874
LSTM_F5_XGBTI15,6.11988087257679
GRU_F5_XGBTI15,4.079848586620108
LSTM_F5_Futures,4.5107334134399935
GRU_F5_Futures,2.907667573149032
LSTM_F5_Category,4.17445596588154
GRU_F5_Category,4.4772409720498345
LSTM_F5_Nothing,3.485787691174248
GRU_F5_Nothing,3.938970987360788
