model,rmsevalue
GRU_F5_TI189,7.534629221946296
LSTM_F5_TI189,6.717132799556296
GRU_F5_XGBTI15,3.614246466308859
LSTM_F5_XGBTI15,3.4121307564531143
GRU_F5_Futures,3.2739119083528783
LSTM_F5_Futures,2.8272215522443327
GRU_F5_Category,3.1831726919122127
LSTM_F5_Category,2.704894881118601
GRU_F5_Nothing,3.2077815749753698
LSTM_F5_Nothing,2.6525468032259947
