model,rmsevalue
GRU_F5_TI189,6.8119951813569335
LSTM_F5_TI189,6.301716271001504
GRU_F5_XGBTI15,1.982346226042768
LSTM_F5_XGBTI15,1.5550735991008933
GRU_F5_Futures,1.8147222773032918
LSTM_F5_Futures,1.383460932710469
GRU_F5_Category,2.1205677483225642
LSTM_F5_Category,1.5415478308300845
GRU_F5_Nothing,1.6807618719496182
LSTM_F5_Nothing,1.4358677927060322
