model,rmsevalue
LSTM_F5_TI189,20.61150348537764
GRU_F5_TI189,23.76456430489653
LSTM_F5_XGBTI15,15.819901615034619
GRU_F5_XGBTI15,13.268777461479473
LSTM_F5_Futures,13.42437926833991
GRU_F5_Futures,9.183217821819774
LSTM_F5_Category,10.997420615438473
GRU_F5_Category,12.266006288858664
LSTM_F5_Nothing,11.081340027350382
GRU_F5_Nothing,8.389622008546574
