model,rmsevalue
GRU_F5_TI189,5.862220012428832
LSTM_F5_TI189,5.739319875477985
GRU_F5_XGBTI15,2.601777672103001
LSTM_F5_XGBTI15,2.7898566987894333
GRU_F5_Futures,2.241246467923702
LSTM_F5_Futures,2.2872401981091612
GRU_F5_Category,2.116552391371672
LSTM_F5_Category,2.2937647722896357
GRU_F5_Nothing,2.282459826580708
LSTM_F5_Nothing,2.4264092116319707
