model,rmsevalue
GRU_F5_TI189,5.388322686844534
LSTM_F5_TI189,5.274617200222847
GRU_F5_XGBTI15,2.193754355923493
LSTM_F5_XGBTI15,2.6221326880965377
GRU_F5_Futures,1.4490400754284731
LSTM_F5_Futures,1.9500972014434343
GRU_F5_Category,2.085314939941369
LSTM_F5_Category,1.948161601070637
GRU_F5_Nothing,1.4475108156475467
LSTM_F5_Nothing,2.1584254914078524
