model,rmsevalue
LSTM_F5_TI189,3.6989480456323127
GRU_F5_TI189,4.130426478868602
LSTM_F5_XGBTI15,2.139562746993304
GRU_F5_XGBTI15,1.6162870544764818
LSTM_F5_Futures,1.9753270566524948
GRU_F5_Futures,1.4757699605531165
LSTM_F5_Category,1.5131146592831133
GRU_F5_Category,1.3726331540608858
LSTM_F5_Nothing,1.529445285343472
GRU_F5_Nothing,1.4396413527342715
