model,rmsevalue
GRU_F5_TI189,3.0844311864618663
LSTM_F5_TI189,2.6398849804704607
GRU_F5_XGBTI15,2.0222995459732958
LSTM_F5_XGBTI15,2.1479762466509627
GRU_F5_Futures,2.0218209543920183
LSTM_F5_Futures,2.2467494372431567
GRU_F5_Category,2.0246306329752324
LSTM_F5_Category,2.291777475163438
GRU_F5_Nothing,2.011037648277756
LSTM_F5_Nothing,2.3084401758947126
