model,rmsevalue
GRU_F5_TI189,4.038433210392343
LSTM_F5_TI189,2.873456789567017
GRU_F5_XGBTI15,1.8041149073246905
LSTM_F5_XGBTI15,1.697488188555023
GRU_F5_Futures,1.5775189888562442
LSTM_F5_Futures,1.988480413688136
GRU_F5_Category,2.2816265265772597
LSTM_F5_Category,2.0973569631625693
GRU_F5_Nothing,1.4593841127686995
LSTM_F5_Nothing,1.8398633822225847
