model,rmsevalue
LSTM_F5_TI189,14.13769446929826
GRU_F5_TI189,14.897639636803104
LSTM_F5_XGBTI15,5.062862241995223
GRU_F5_XGBTI15,8.248295000929785
LSTM_F5_Futures,6.509537375517689
GRU_F5_Futures,5.435856537902668
LSTM_F5_Category,9.867570617438558
GRU_F5_Category,4.984159745976557
LSTM_F5_Nothing,6.914350221326245
GRU_F5_Nothing,4.725639517965772
