date,Historical,LSTM_F5_TI189,GRU_F5_TI189,LSTM_F5_XGBTI15,GRU_F5_XGBTI15,LSTM_F5_Futures,GRU_F5_Futures,LSTM_F5_Category,GRU_F5_Category,LSTM_F5_Nothing,GRU_F5_Nothing
2020-12-25,38.900001525878906,39.35742568969727,38.942344665527344,39.53612518310547,39.22846603393555,39.698238372802734,39.03007507324219,39.9572639465332,39.3984603881836,38.82366943359375,38.93835830688477
2020-12-28,39.15000534057617,38.71463012695313,37.92921829223633,38.62028121948242,38.90440368652344,38.609718322753906,38.730369567871094,39.24921417236328,39.01136779785156,38.26580429077149,38.44747924804688
2020-12-29,39.0,38.69700241088867,37.9319953918457,38.52560806274414,38.9699592590332,38.3125228881836,38.83784484863281,39.070987701416016,39.09505462646485,38.3870735168457,38.50836944580078
2020-12-30,39.79999923706055,38.59778594970703,37.436195373535156,38.70841979980469,38.94857406616211,38.3747444152832,38.917327880859375,39.03913879394531,39.09866333007813,38.65616226196289,38.64712524414063
2020-12-31,39.70000076293945,39.49923324584961,38.52256774902344,39.77693176269531,40.01070785522461,39.31105041503906,39.91204071044922,40.0711669921875,40.553955078125,39.7811164855957,39.73710632324219
2021-01-04,39.45000457763672,39.54975509643555,38.715919494628906,40.03711700439453,39.88481140136719,39.680931091308594,39.92867660522461,40.35364151000977,40.462738037109375,39.93846893310547,39.855628967285156
2021-01-05,39.650001525878906,39.31605529785156,38.4819450378418,39.335357666015625,39.167259216308594,39.14680480957031,39.13223648071289,39.778621673583984,39.5008430480957,39.03474807739258,38.94664001464844
2021-01-06,40.70000457763672,39.21504211425781,38.12516784667969,39.332176208496094,39.46952438354492,39.13336563110352,39.40837478637695,39.94370651245117,39.98411178588867,39.137916564941406,39.124290466308594
2021-01-07,39.349998474121094,39.86702346801758,39.27169799804688,40.17839813232422,40.421382904052734,39.924415588378906,40.39547729492188,40.75088119506836,40.86730194091797,40.04431915283203,40.04622268676758
2021-01-08,39.400001525878906,38.67708969116211,39.01145553588867,39.91339111328125,39.53807067871094,39.84341049194336,39.61923599243164,40.26167678833008,39.67159652709961,39.66236877441406,39.6362533569336
2021-01-11,38.900001525878906,38.70351791381836,39.13176345825195,39.27316665649414,39.2215461730957,39.29686737060547,39.163841247558594,39.74788284301758,39.52804565429688,38.94391250610352,38.96385192871094
