date,Historical,LSTM_F5_TI189,GRU_F5_TI189,LSTM_F5_XGBTI15,GRU_F5_XGBTI15,LSTM_F5_Futures,GRU_F5_Futures,LSTM_F5_Category,GRU_F5_Category,LSTM_F5_Nothing,GRU_F5_Nothing
2020-12-25,92.60000610351562,91.66854095458984,91.66828155517578,92.33695220947266,91.36976623535156,91.53890991210938,91.66563415527344,91.15558624267578,91.51688385009766,91.97632598876952,91.7309341430664
2020-12-28,92.8000030517578,91.99852752685548,91.73987579345705,92.93743133544922,92.33475494384766,92.33140563964844,92.45916748046876,92.50591278076172,92.29495239257812,92.23959350585938,92.6436004638672
2020-12-29,93.8000030517578,92.24852752685548,91.91668701171876,93.5823974609375,92.7973403930664,92.70333862304688,92.7709503173828,92.5789031982422,92.62613677978516,92.6863250732422,92.93375396728516
2020-12-30,94.0,92.6959228515625,92.47248077392578,94.31586456298828,93.52930450439452,93.4298095703125,93.60909271240234,93.54806518554688,93.58052825927734,93.49486541748048,93.74007415771484
2020-12-31,96.70000457763672,93.1397933959961,93.13883209228516,94.37671661376952,93.48583984375,93.58625793457031,93.64535522460938,93.4793472290039,93.66878509521484,93.7260513305664,93.83611297607422
2021-01-04,96.4000015258789,94.73795318603516,95.27313232421876,96.4090805053711,95.80728149414062,95.7314453125,95.96265411376952,96.0519027709961,95.99284362792969,95.66706085205078,96.06734466552734
2021-01-05,96.70000457763672,95.16912078857422,95.64466094970705,97.25176239013672,96.7349624633789,96.77337646484376,97.090576171875,96.53630828857422,96.9520492553711,97.04888916015624,97.18767547607422
2021-01-06,95.0,95.21922302246094,96.4412078857422,96.85504913330078,95.9997787475586,95.98157501220705,96.1811752319336,95.89891815185548,96.28634643554688,96.34876251220705,96.2700653076172
2021-01-07,94.4000015258789,94.29016876220705,95.32781982421876,96.02720642089844,95.1925811767578,95.48649597167969,95.4318389892578,95.00691986083984,95.2873764038086,95.4617156982422,95.61862182617188
2021-01-08,97.10000610351562,93.92069244384766,94.88475036621094,95.17457580566406,94.12370300292969,94.38058471679688,94.25608825683594,94.07209777832031,94.3254165649414,94.21868133544922,94.3207550048828
2021-01-11,98.0,96.23493194580078,97.5357666015625,96.91584014892578,96.1303939819336,96.12039947509766,96.15221405029295,96.53762817382812,96.4570541381836,95.74163055419922,96.25869750976562
2021-01-12,99.0,96.32789611816406,97.96721649169922,98.13113403320312,97.51790618896484,97.78506469726562,97.71208953857422,97.34754943847656,97.68279266357422,97.69849395751952,98.02983856201172
2021-01-13,97.5999984741211,96.79127502441406,97.96368408203124,98.83367156982422,98.3019027709961,98.41278839111328,98.61432647705078,98.14331817626952,98.41181182861328,98.60578918457031,98.74266815185548
2021-01-14,98.0,96.51789093017578,97.91021728515624,98.25294494628906,97.59842681884766,97.95541381835938,97.9782943725586,97.1537094116211,97.77074432373048,98.0738754272461,98.17741394042969
