date,Historical,LSTM_F5_TI189,GRU_F5_TI189,LSTM_F5_XGBTI15,GRU_F5_XGBTI15,LSTM_F5_Futures,GRU_F5_Futures,LSTM_F5_Category,GRU_F5_Category,LSTM_F5_Nothing,GRU_F5_Nothing
2020-12-25,19.950000762939453,20.43167495727539,20.14181327819824,19.810718536376953,19.845293045043945,19.93670654296875,20.25765419006348,20.58576774597168,20.262805938720703,20.050251007080078,19.695735931396484
2020-12-28,20.399999618530273,20.324756622314453,20.066415786743164,19.7026424407959,19.64592933654785,19.611408233642575,20.074079513549805,19.996749877929688,19.961397171020508,19.41132164001465,19.72764015197754
2020-12-29,21.700000762939453,20.50223731994629,20.30258560180664,20.29804039001465,20.180383682250977,19.930809020996094,20.30655860900879,19.935300827026367,20.2421989440918,19.595067977905273,20.20370483398437
2020-12-30,21.25,21.26902961730957,20.778636932373047,21.545385360717773,21.50078773498535,21.102163314819336,21.169963836669922,20.75190734863281,21.23708915710449,20.8022518157959,21.308788299560547
2020-12-31,20.75,21.47484588623047,20.92849540710449,21.70428466796875,21.763019561767575,21.895811080932614,21.829195022583008,21.587499618530273,21.83882141113281,21.809864044189453,21.864561080932614
2021-01-04,21.100000381469727,21.0875301361084,20.86149406433105,20.330795288085934,20.404211044311523,20.743261337280273,20.88637924194336,21.02359962463379,20.886049270629886,20.97336196899414,20.460983276367188
2021-01-05,22.150001525878906,21.19327163696289,20.912235260009766,20.76388359069824,20.73617935180664,20.48439598083496,20.86069679260254,20.66087532043457,20.72379875183105,20.422447204589844,20.60086441040039
2021-01-06,21.600000381469727,21.78598403930664,21.32707977294922,22.39528083801269,22.44959259033203,21.99394416809082,22.144018173217773,21.634366989135746,22.039249420166016,21.64691162109375,22.296098709106445
2021-01-07,20.75,21.67619514465332,21.36188125610352,21.335880279541016,21.458457946777344,21.51719665527344,21.669893264770508,21.532470703125,21.75370216369629,21.515485763549805,21.48432731628418
2021-01-08,20.100000381469727,21.27238273620605,21.145851135253906,20.754051208496094,20.73220443725586,21.06705093383789,21.400102615356445,21.175457000732425,21.167469024658203,21.047462463378906,21.0195369720459
2021-01-11,20.649999618530273,20.91939926147461,21.14579963684082,20.26480865478516,20.21678352355957,20.49681282043457,20.83493995666504,20.654417037963867,20.491060256958008,20.44998550415039,20.29344940185547
2021-01-12,21.399999618530273,20.89228820800781,21.20786476135254,20.28805351257324,20.218204498291016,20.224140167236328,20.569284439086914,20.277538299560547,20.30943489074707,20.018644332885746,20.12417984008789
2021-01-13,20.549999237060547,21.389694213867188,21.28482818603516,21.322755813598636,21.248321533203125,20.9977970123291,21.24701499938965,20.66945457458496,21.065011978149414,20.55387115478516,21.132455825805664
2021-01-14,20.700002670288086,21.065519332885746,20.972557067871094,20.918880462646484,20.884552001953125,21.150531768798828,21.27566337585449,20.84654426574707,21.04135131835937,20.912160873413086,21.049928665161133
2021-01-15,21.049999237060547,21.144554138183594,21.058963775634766,20.793270111083984,20.733163833618164,21.029375076293945,21.172513961791992,20.85786437988281,20.91776466369629,20.96605682373047,20.903623580932614
2021-01-18,20.100000381469727,21.26426315307617,21.00571632385254,21.2229061126709,21.194477081298828,21.199050903320312,21.384069442749023,21.06622886657715,21.211971282958984,21.14539909362793,21.21143341064453
2021-01-19,19.700000762939453,20.76950454711914,20.62676239013672,20.3631591796875,20.399394989013672,20.65020179748535,20.85904312133789,20.773473739624023,20.582874298095703,20.727230072021484,20.421916961669922
2021-01-20,19.299999237060547,20.253284454345703,20.395347595214844,19.503833770751953,19.49191665649414,19.735057830810547,20.03045463562012,20.060670852661133,19.74534797668457,19.80955696105957,19.44855499267578
